membership:pair_set_id	pair_id
TSCA1213_TP	AA34-Tumor-SM-D4L25_NA_TP
TSCA1213_TP	AA36-Tumor-SM-D4L2H_NA_TP
TSCA1213_TP	AA39-Tumor-SM-D4L3Q_NA_TP
TSCA1213_TP	AA40-Tumor-SM-D4L42_NA_TP
TSCA1213_TP	AB044-Tumor-SM-D4L2M_NA_TP
TSCA1213_TP	ANGMCSS-Tumor-SM-D4L2G_NA_TP
TSCA1213_TP	BT1008-Tumor-SM-D4L45_NA_TP
TSCA1213_TP	BT922-Tumor-SM-D4L1W_NA_TP
TSCA1213_TP	BT923-Tumor-SM-D4L3W_NA_TP
TSCA1213_TP	BT950-Tumor-SM-D4L48_NA_TP
TSCA1213_TP	BT961-Tumor-SM-D4L3C_NA_TP
TSCA1213_TP	BT972-Tumor-SM-D4L3Y_NA_TP
TSCA1213_TP	CHLA200-Tumor-SM-CNN37_NA_TP
TSCA1213_TP	CO001-Tumor-SM-D4L3V_NA_TP
TSCA1213_TP	CO002-Tumor-SM-D4L47_NA_TP
TSCA1213_TP	CO003-Tumor-SM-D4L1Y_NA_TP
TSCA1213_TP	CO004-Tumor-SM-D4L3B_NA_TP
TSCA1213_TP	CO005-Tumor-SM-D4L2P_NA_TP
TSCA1213_TP	CO006-Tumor-SM-D4L7Q_NA_TP
TSCA1213_TP	CO007-Tumor-SM-D4L49_NA_TP
TSCA1213_TP	COGAR359-Tumor-SM-CNN4H_NA_TP
TSCA1213_TP	COGH430-Tumor-SM-CNN2V_NA_TP
TSCA1213_TP	CY004-Tumor-SM-D4L3I_NA_TP
TSCA1213_TP	CY007-Tumor-SM-D4L2V_NA_TP
TSCA1213_TP	CY010-Tumor-SM-D4L2Z_NA_TP
TSCA1213_TP	DW027-Tumor-SM-CJX4Z_NA_TP
TSCA1213_TP	DW031-Tumor-SM-CJX51_NA_TP
TSCA1213_TP	DW031-Tumor-SM-CJX52_NA_TP
TSCA1213_TP	DW032-Tumor-SM-CJX53_NA_TP
TSCA1213_TP	DW033-Tumor-SM-CJX54_NA_TP
TSCA1213_TP	EH014-Tumor-SM-D4L26_NA_TP
TSCA1213_TP	EH014-Tumor-SM-D4L1T_NA_TP
TSCA1213_TP	EH014-Tumor-SM-D4L2W_NA_TP
TSCA1213_TP	EH015-Tumor-SM-D4L1Z_NA_TP
TSCA1213_TP	EH015-Tumor-SM-D4L2X_NA_TP
TSCA1213_TP	EH015-Tumor-SM-D4L3A_NA_TP
TSCA1213_TP	EH015-Tumor-SM-D4L2B_NA_TP
TSCA1213_TP	GIMEN-Tumor-SM-D4L3E_NA_TP
TSCA1213_TP	H103-Tumor-SM-D4L41_NA_TP
TSCA1213_TP	H157-Tumor-SM-D4L34_NA_TP
TSCA1213_TP	HG002-Tumor-SM-D4L3T_HG002-Tumor-SM-DHZ4W_TP
TSCA1213_TP	HG008-Tumor-SM-D4L3O_NA_TP
TSCA1213_TP	HG009-Tumor-SM-D4L3D_NA_TP
TSCA1213_TP	HG019-Tumor-SM-D4L3Z_NA_TP
TSCA1213_TP	HG020-Tumor-SM-D4L2Q_NA_TP
TSCA1213_TP	JL54-Tumor-SM-D4L2D_NA_TP
TSCA1213_TP	JL58-Tumor-SM-D4L32_JL58-Normal-SM-D4L4B_TP
TSCA1213_TP	JNT100-Tumor-SM-D1849_NA_TP
TSCA1213_TP	JNT101-Tumor-SM-D184A_NA_TP
TSCA1213_TP	JNT102-Tumor-SM-D184B_NA_TP
TSCA1213_TP	JNT103-Tumor-SM-D184C_NA_TP
TSCA1213_TP	JNT104-Tumor-SM-D184D_NA_TP
TSCA1213_TP	JNT105-Tumor-SM-D184E_NA_TP
TSCA1213_TP	JNT106-Tumor-SM-D184F_NA_TP
TSCA1213_TP	JNT107-Tumor-SM-D184G_NA_TP
TSCA1213_TP	JNT108-Tumor-SM-D184H_NA_TP
TSCA1213_TP	JNT109-Tumor-SM-D184I_NA_TP
TSCA1213_TP	JNT110-Tumor-SM-D184J_NA_TP
TSCA1213_TP	JNT111-Tumor-SM-D184K_NA_TP
TSCA1213_TP	JNT112-Tumor-SM-D184L_NA_TP
TSCA1213_TP	JNT113-Tumor-SM-D184M_NA_TP
TSCA1213_TP	JNT114-Tumor-SM-D184N_NA_TP
TSCA1213_TP	JNT115-Tumor-SM-D184O_NA_TP
TSCA1213_TP	JNT116-Tumor-SM-D184P_NA_TP
TSCA1213_TP	JNT117-Tumor-SM-D184Q_NA_TP
TSCA1213_TP	JNT118-Tumor-SM-D184R_NA_TP
TSCA1213_TP	JNT119-Tumor-SM-D184S_NA_TP
TSCA1213_TP	JNT120-Tumor-SM-D184T_NA_TP
TSCA1213_TP	JNT121-Tumor-SM-D184U_NA_TP
TSCA1213_TP	JNT122-Tumor-SM-D184V_NA_TP
TSCA1213_TP	JNT123-Tumor-SM-D184W_NA_TP
TSCA1213_TP	JNT124-Tumor-SM-D184X_NA_TP
TSCA1213_TP	JNT125-Tumor-SM-D184Y_NA_TP
TSCA1213_TP	JNT126-Tumor-SM-D184Z_NA_TP
TSCA1213_TP	JNT127-Tumor-SM-D1851_NA_TP
TSCA1213_TP	JNT128-Tumor-SM-D1852_NA_TP
TSCA1213_TP	JNT129-Tumor-SM-D1853_NA_TP
TSCA1213_TP	JNT130-Tumor-SM-D1854_NA_TP
TSCA1213_TP	JNT131-Tumor-SM-D1855_NA_TP
TSCA1213_TP	JNT132-Tumor-SM-D1856_NA_TP
TSCA1213_TP	JNT133-Tumor-SM-D1857_NA_TP
TSCA1213_TP	JNT134-Tumor-SM-D1858_NA_TP
TSCA1213_TP	JNT135-Tumor-SM-D1859_NA_TP
TSCA1213_TP	JNT136-Tumor-SM-D185A_NA_TP
TSCA1213_TP	JNT137-Tumor-SM-D185B_NA_TP
TSCA1213_TP	JNT138-Tumor-SM-D185C_NA_TP
TSCA1213_TP	JNT49-Tumor-SM-D182S_NA_TP
TSCA1213_TP	JNT50-Tumor-SM-D182T_NA_TP
TSCA1213_TP	JNT51-Tumor-SM-D182U_NA_TP
TSCA1213_TP	JNT52-Tumor-SM-D182V_NA_TP
TSCA1213_TP	JNT53-Tumor-SM-D182W_NA_TP
TSCA1213_TP	JNT54-Tumor-SM-D182X_NA_TP
TSCA1213_TP	JNT55-Tumor-SM-D182Y_NA_TP
